,Date,Time,Title,Description,Category,Priority,Status,Location,Department,Class,Year,Month,Day/Night,Quarter,Week,Response Time(min),Resolution Time(min),Duration(min),Priority_,Status_,Department_,Location_,Class_
578,2022-10-25,15:43:48,Account Lockout Issue,An employee's account gets locked out repeatedly potentially indicating a security issue.,12,Medium,Resolved,Office,IT,Security,2022,October,day,Fourth,43,5,10,15,2,3,2,1,5
579,2022-04-14,06:36:06,Server Room Environmental Monitoring Alarm,An environmental monitoring alarm is triggered in the server room indicating abnormal conditions.,8,Medium,Resolved,Server Room,Infrastructure,Infrastructure,2022,April,day,Second,15,15,30,45,2,3,3,2,2
580,2020-12-19,00:42:19,Data Backup Configuration Error,An error in the configuration of data backups leads to incomplete or failed backups.,11,Medium,Resolved,Data Center,IT,Data,2020,December,night,Fourth,51,20,40,60,2,3,2,3,6
581,2021-08-30,10:01:26,Database Backup Delay,There is a delay in the scheduled backup process potentially impacting data recovery.,13,Medium,Resolved,Data Center,IT,Data,2021,August,day,Third,35,30,60,90,2,3,2,3,6
582,2023-09-07,14:45:00,Network VLAN Configuration Issue,Incorrect VLAN configuration leading to network connectivity problems.,6,High,Resolved,Server Room,Infrastructure,Network,2023,September,day,Third,36,10,50,60,3,3,3,2,3
583,2021-11-03,03:39:46,Application Performance Degradation,The application experiences slow performance and delays affecting user productivity.,2,Medium,Resolved,Office,Applications,Performance,2021,November,night,Fourth,44,30,60,90,2,3,1,1,1
584,2021-11-18,21:42:22,Application Access Control Breach,There is a breach in the application's access control allowing unauthorized access to sensitive data.,10,High,Resolved,Server Room,Applications,Security,2021,November,night,Fourth,46,5,10,15,3,3,1,2,5
585,2022-12-05,01:42:43,Network Packet Loss,A network experiences packet loss resulting in data transmission errors or retransmissions.,4,High,Resolved,Data Center,IT,Performance,2022,December,night,Fourth,49,30,60,90,3,3,2,3,1
586,2023-05-03,08:54:57,Security Certificate Expiration,A security certificate used in an application or system expires leading to authentication or encryption failures.,17,High,Resolved,Data Center,IT,Configuration,2023,May,day,Second,18,30,60,90,3,3,2,3,7
587,2021-04-03,19:27:32,Application Database Query Error,There is an error in the application's database queries causing incorrect data retrieval or manipulation.,1,Medium,Resolved,Server Room,Applications,Application,2021,April,night,Second,13,15,30,45,2,3,1,2,0
588,2021-01-29,20:34:00,Denial-of-Service (DoS) Attack,The system experiences a denial-of-service attack resulting in service unavailability.,12,Critical,Resolved,Data Center,IT,Security,2021,January,night,First,4,10,20,30,4,3,2,3,5
589,2023-03-01,17:19:54,Server Room Temperature Alert,The temperature in the server room exceeds the threshold. potentially damaging equipment.,8,High,Resolved,Server Room,Infrastructure,Infrastructure,2023,March,day,First,9,10,20,30,3,3,3,2,2
590,2021-12-09,23:04:21,Server Room HVAC Failure,The HVAC system in the server room malfunctions leading to increased temperature and humidity.,8,Critical,Resolved,Server Room,Infrastructure,Infrastructure,2021,December,night,Fourth,49,10,20,30,4,3,3,2,2
591,2022-06-27,17:14:16,Database Connection Pool Exhaustion,The database connection pool is exhausted causing connection errors and performance degradation.,2,Medium,Resolved,Data Center,IT,Performance,2022,June,day,Second,26,20,40,60,2,3,2,3,1
592,2021-09-08,11:38:44,Server Room Power Distribution Issue,There is an issue with power distribution in the server room affecting equipment availability.,8,High,Resolved,Server Room,Infrastructure,Infrastructure,2021,September,day,Third,36,15,30,45,3,3,3,2,2
593,2021-11-25,02:43:45,Application Server Overload,The application server becomes overloaded causing performance degradation and potential service interruption.,2,High,Resolved,Server Room,Applications,Application,2021,November,night,Fourth,47,20,40,60,3,3,1,2,0
594,2023-08-23,08:50:00,Server Overload,The server is under heavy load and experiencing performance issues.,4,High,Open,Data Center,Infrastructure,Performance,2023,August,day,Third,34,0,0,0,3,1,3,3,1
595,2021-05-06,09:39:35,Application Freeze,An application freezes and becomes unresponsive requiring a restart.,0,High,Resolved,Office,IT,Application,2021,May,day,Second,18,10,20,30,3,3,2,1,0
596,2022-06-01,03:04:46,Resource Leak,An application experiences a resource leak leading to memory or resource exhaustion.,0,High,Resolved,Data Center,IT,Application,2022,June,night,Second,22,15,30,45,3,3,2,3,0
597,2021-05-15,07:20:28,Server Room UPS Failure,The uninterruptible power supply (UPS) in the server room fails risking power loss to equipment.,8,Critical,Resolved,Server Room,Infrastructure,Infrastructure,2021,May,day,Second,19,30,60,90,4,3,3,2,2
598,2023-11-24,12:15:00,Data Corruption,Data integrity issues detected in the database.,11,High,In Progress,Office,IT,Data,2023,November,day,Fourth,47,0,0,0,3,2,2,1,6
599,2021-07-19,07:44:33,Database Backup Request,A request is made to perform a manual backup of the database for data protection.,13,Low,Resolved,Server Room,IT,Data,2021,July,day,Third,29,15,30,45,1,3,2,2,6
600,2022-09-04,01:04:50,Application Authentication Failure,The application experiences authentication failures preventing users from accessing their accounts.,1,Medium,Resolved,Server Room,Applications,Application,2022,September,night,Third,35,10,20,30,2,3,1,2,0
601,2022-04-24,21:38:44,Data Manipulation Attempt,An unauthorized user attempts to manipulate data within the system.,12,Medium,Resolved,Server Room,IT,Security,2022,April,night,Second,16,30,60,90,2,3,2,2,5
602,2022-08-21,15:05:59,Data Leakage Incident,A data leakage incident is reported potentially exposing sensitive information.,12,High,Resolved,Data Center,IT,Security,2022,August,day,Third,33,30,60,90,3,3,2,3,5
603,2021-07-04,22:25:43,Data Center Network Partition,The data center network becomes partitioned causing isolated network segments and service disruptions.,3,Critical,Resolved,Data Center,IT,Infrastructure,2021,July,night,Third,26,10,20,30,4,3,2,3,2
604,2023-11-19,12:10:00,Database Connection Error,Unable to establish a connection to the database.,0,High,Resolved,Office,Applications,Application,2023,November,day,Fourth,46,5,15,20,3,3,1,1,0
605,2022-03-13,15:04:52,Email Attachment Virus Detected,A virus is detected in an email attachment. triggering security measures.,16,Critical,Resolved,Office,IT,Security,2022,March,day,First,10,5,10,15,4,3,2,1,5
606,2022-12-16,14:21:34,Network Outage,A network outage has occurred causing a complete loss of network connectivity.,6,Critical,Resolved,Data Center,IT,Network,2022,December,day,Fourth,50,5,10,15,4,3,2,3,3
607,2023-08-18,12:15:00,Application Slow Performance,The application is running slower than usual.,4,Medium,Open,Office,Applications,Performance,2023,August,day,Third,33,0,0,0,2,1,1,1,1
608,2022-01-17,09:30:06,Network Redundancy Configuration,Configuring network redundancy and failover mechanisms to ensure high availability and minimal downtime.,6,Medium,Resolved,Data Center,IT,Network,2022,January,day,First,3,5,10,15,2,3,2,3,3
609,2020-08-12,02:49:23,Email Spam Filter Misclassification,The email spam filter misclassifies legitimate emails as spam causing them to be filtered out.,14,Medium,Resolved,Data Center,IT,Configuration,2020,August,night,Third,33,10,20,30,2,3,2,3,7
610,2023-09-21,12:40:00,Network Congestion,High network traffic causing delays and packet loss.,6,Low,Resolved,Server Room,Infrastructure,Network,2023,September,day,Third,38,0,0,0,1,3,3,2,3
611,2022-12-01,20:39:42,Application Outage,An application becomes unavailable or unresponsive causing service disruptions or downtime.,4,Critical,Resolved,Office,IT,Performance,2022,December,night,Fourth,48,5,10,15,4,3,2,1,1
612,2023-03-07,11:25:00,Server Hardware Failure,A critical hardware component on the server has failed.,9,Critical,Open,Data Center,Infrastructure,Hardware,2023,March,day,First,10,0,0,0,4,1,3,3,4
613,2022-10-09,20:01:36,Network Router Failure,A network router experiences a failure leading to routing issues and connectivity problems.,3,Critical,Resolved,Data Center,IT,Infrastructure,2022,October,night,Fourth,40,20,40,60,4,3,2,3,2
614,2021-03-04,07:44:46,Server Hardware Upgrade,One of the server components needs to be upgraded to improve performance and capacity.,8,High,Resolved,Server Room,Infrastructure,Infrastructure,2021,March,day,First,9,30,60,90,3,3,3,2,2
615,2021-04-18,02:31:36,Application File Upload Failure,Users encounter errors when uploading files to the application preventing successful file upload and processing.,1,Medium,Resolved,Server Room,Applications,Application,2021,April,night,Second,15,20,40,60,2,3,1,2,0
616,2023-08-20,11:05:00,Database Connection Error,Unable to establish a connection to the database.,0,High,Resolved,Office,Applications,Application,2023,August,day,Third,33,5,15,20,3,3,1,1,0
617,2022-02-02,22:21:50,Network Switch Failure,A network switch has failed causing disruptions in network connectivity.,6,Critical,Resolved,Data Center,IT,Network,2022,February,night,First,5,5,10,15,4,3,2,3,3
618,2021-01-23,20:43:33,Database Connection Timeout,Users experience connection timeouts when trying to access the database.,5,Medium,Resolved,Server Room,IT,Network,2021,January,night,First,3,10,20,30,2,3,2,2,3
619,2023-08-13,15:35:00,Network Performance Degradation,Slow network performance affecting user experience.,4,Medium,In Progress,Server Room,Infrastructure,Performance,2023,August,day,Third,32,0,0,0,2,2,3,2,1
620,2023-09-06,11:00:00,Computer Crash,One of the computers has crashed and is not responding.,9,High,Open,Office,IT,Hardware,2023,September,day,Third,36,10,120,60,3,1,2,1,4
621,2023-06-01,10:42:06,Application Functionality Issue,Users encounter issues with specific functionality in the application.,1,Medium,Resolved,Office,Applications,Application,2023,June,day,Second,22,10,20,30,2,3,1,1,0
622,2021-08-25,07:26:30,Database Index Fragmentation,The database indexes are fragmented causing slow query performance.,2,Medium,Resolved,Data Center,IT,Performance,2021,August,day,Third,34,15,30,45,2,3,2,3,1
623,2021-09-22,04:30:14,Network Congestion,Excessive network traffic leads to network congestion and performance degradation.,3,Medium,Resolved,Data Center,IT,Infrastructure,2021,September,night,Third,38,10,20,30,2,3,2,3,2
624,2023-07-07,08:55:00,Server Fan Failure,A fan failure has been detected on the server.,9,High,Resolved,Data Center,Infrastructure,Hardware,2023,July,day,Third,27,5,25,30,3,3,3,3,4
625,2023-06-26,11:20:00,Network Performance Degradation,Slow network performance affecting user experience.,4,Medium,Resolved,Server Room,Infrastructure,Performance,2023,June,day,Second,26,10,30,40,2,3,3,2,1
626,2023-01-27,17:11:21,Application Data Import Failure,The application fails to import data from an external source causing data synchronization issues.,13,High,Resolved,Office,Applications,Data,2023,January,day,First,4,10,20,30,3,3,1,1,6
627,2023-08-07,11:20:00,Application Crashed,The application has crashed unexpectedly.,0,Critical,Open,Office,Applications,Application,2023,August,day,Third,32,0,0,0,4,1,1,1,0
628,2022-12-05,15:57:31,Application Feature Request,Users request a new feature to be added to the application to enhance functionality.,25,Low,Resolved,Office,Applications,Performance,2022,December,day,Fourth,49,20,40,60,1,3,1,1,1
629,2023-01-02,03:50:30,Database Replication Lag,There is a lag in the database replication process resulting in data inconsistencies between replicas.,13,Medium,Resolved,Data Center,IT,Data,2023,January,night,First,1,20,40,60,2,3,2,3,6
630,2021-07-06,17:38:54,Database Backup Failure,The backup process for the database fails potentially leading to data loss in case of a disaster.,13,High,Resolved,Data Center,IT,Data,2021,July,day,Third,27,20,40,60,3,3,2,3,6
631,2021-11-11,12:34:07,Network QoS Configuration,Configuring Quality of Service (QoS) settings to prioritize network traffic and ensure optimal performance for critical applications.,6,High,Resolved,Data Center,IT,Network,2021,November,day,Fourth,45,5,10,15,3,3,2,3,3
632,2022-10-27,02:14:16,Application Database Table Locking,Database tables are getting locked resulting in delays and concurrency issues.,2,Medium,Resolved,Server Room,Applications,Performance,2022,October,night,Fourth,43,5,10,15,2,3,1,2,1
633,2022-04-05,07:09:08,Intrusion Detection System Alert,The intrusion detection system raises an alert for suspicious network activity.,12,Medium,Resolved,Data Center,IT,Security,2022,April,day,Second,14,15,30,45,2,3,2,3,5
634,2020-12-12,07:12:41,Application Data Migration Failure,The application fails to migrate data from one system to another resulting in data loss or inconsistency.,13,High,Resolved,Server Room,Applications,Application,2020,December,day,Fourth,50,10,20,30,3,3,1,2,0
635,2022-06-30,14:57:41,Network DHCP Failure,The DHCP server fails to assign IP addresses resulting in network connectivity issues.,5,High,Resolved,Office,Infrastructure,Network,2022,June,day,Second,26,30,60,90,3,3,3,1,3
636,2021-10-28,18:55:27,Configuration Drift Detection,Detecting configuration drift in an infrastructure or system to ensure alignment with desired configurations or standards.,17,Medium,Resolved,Office,IT,Configuration,2021,October,day,Fourth,43,5,10,15,2,3,2,1,7
637,2021-12-16,05:51:54,Software Compatibility Issue,The newly installed software is not compatible with existing systems,1,Medium,Resolved,Office,IT,Application,2021,December,night,Fourth,50,10,35,45,2,3,2,1,0
638,2021-02-16,20:30:51,Network Congestion,A network experiences congestion resulting in reduced bandwidth or increased latency.,4,High,Resolved,Data Center,IT,Performance,2021,February,night,First,7,20,40,60,3,3,2,3,1
639,2021-04-11,05:04:51,Application Data Backup Request,A request is made to perform a manual backup of application data for archiving purposes.,13,Low,Resolved,Office,Applications,Data,2021,April,night,Second,14,5,10,15,1,3,1,1,6
